log,gear_proxy,t_start_s,clock,rpm_mean,rpm_span,rpm_sd,n_samples,ect_c,ect_age_s,speed_kmh,event_id,condition,being_tested,epoch
20260905_041723.csv.gz,park_neutral,15967.0,04:26:07.00,746.0,439.0,134.69,156,,399.5,,N-12,driving then returning to standstill,after-drive reads,post_purge_valve
20260905_041723.csv.gz,park_neutral,15977.0,04:26:17.00,651.1,144.0,30.53,158,,409.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,15987.0,04:26:27.00,669.6,135.0,24.49,158,,419.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,15997.0,04:26:37.00,657.9,70.0,14.51,153,,429.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16007.0,04:26:47.00,660.0,48.0,11.93,155,,439.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16017.0,04:26:57.00,656.0,56.0,13.8,156,,449.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16027.0,04:27:07.00,652.9,49.0,13.15,159,,459.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16037.0,04:27:17.00,657.7,54.0,10.04,159,,469.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16047.0,04:27:27.00,651.5,52.0,13.61,156,,479.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16057.0,04:27:37.00,654.4,52.0,13.16,158,,489.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16067.0,04:27:47.00,656.1,62.0,15.68,71,,499.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16187.0,04:29:47.00,650.8,57.0,12.86,87,,619.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16197.0,04:29:57.00,653.0,58.0,11.33,152,,629.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16207.0,04:30:07.00,652.5,56.0,13.19,156,,639.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16217.0,04:30:17.00,655.0,49.0,11.46,141,,649.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16227.0,04:30:27.00,648.4,55.0,11.57,145,,659.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16237.0,04:30:37.00,653.3,56.0,13.32,154,,669.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16247.0,04:30:47.00,654.6,67.0,11.77,157,,679.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16257.0,04:30:57.00,652.9,61.0,13.28,152,,689.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16267.0,04:31:07.00,657.0,46.0,10.16,125,,699.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16277.0,04:31:17.00,650.8,61.0,10.97,157,,709.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16287.0,04:31:27.00,651.5,47.0,9.89,147,,719.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16297.0,04:31:37.00,655.5,51.0,11.36,155,,729.5,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16307.0,04:31:47.00,657.8,60.0,16.61,161,,739.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,16317.0,04:31:57.00,657.8,56.0,9.26,129,,749.5,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17097.0,04:44:57.00,657.3,56.0,13.34,63,,760.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17107.0,04:45:07.00,651.8,53.0,12.54,156,,770.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17117.0,04:45:17.00,653.7,74.0,13.28,152,,780.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17127.0,04:45:27.00,653.0,51.0,13.06,152,,790.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17137.0,04:45:37.00,654.3,49.0,12.85,153,,800.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17147.0,04:45:47.00,653.2,72.0,15.96,156,,810.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17157.0,04:45:57.00,652.8,50.0,12.38,152,,820.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17167.0,04:46:07.00,654.2,58.0,12.12,152,,830.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17177.0,04:46:17.00,652.0,55.0,11.44,120,,840.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17187.0,04:46:27.00,655.3,47.0,12.25,131,,850.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17317.0,04:48:37.00,659.3,51.0,12.8,59,,980.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17327.0,04:48:47.00,663.5,65.0,15.48,113,,990.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17337.0,04:48:57.00,652.5,50.0,11.71,154,,1000.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17347.0,04:49:07.00,654.5,44.0,10.62,126,,1010.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17357.0,04:49:17.00,652.4,38.0,8.18,147,,1020.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17367.0,04:49:27.00,652.7,37.0,8.98,148,,1030.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17377.0,04:49:37.00,652.0,41.0,10.78,130,,1040.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17387.0,04:49:47.00,652.8,49.0,10.43,144,,1050.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17397.0,04:49:57.00,652.1,53.0,11.54,150,,1060.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17407.0,04:50:07.00,652.6,47.0,10.02,147,,1070.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17417.0,04:50:17.00,651.3,34.0,7.33,151,,1080.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17427.0,04:50:27.00,652.0,51.0,11.04,146,,1090.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17437.0,04:50:37.00,652.3,42.0,9.71,139,,1100.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17447.0,04:50:47.00,651.4,38.0,9.7,95,,1110.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17457.0,04:50:57.00,654.6,29.0,6.79,50,,1120.6,0.0,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17637.0,04:53:57.00,653.5,35.0,8.22,147,,1300.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17647.0,04:54:07.00,652.4,28.0,5.36,147,,1310.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17657.0,04:54:17.00,655.4,39.0,9.02,153,,1320.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17667.0,04:54:27.00,650.7,36.0,8.52,152,,1330.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17677.0,04:54:37.00,650.8,39.0,9.32,153,,1340.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17687.0,04:54:47.00,652.8,28.0,6.04,152,,1350.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17697.0,04:54:57.00,650.9,29.0,6.06,131,,1360.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17707.0,04:55:07.00,652.0,32.0,7.51,158,,1370.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17717.0,04:55:17.00,650.8,42.0,10.91,143,,1380.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17727.0,04:55:27.00,652.5,33.0,6.82,156,,1390.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17737.0,04:55:37.00,651.5,26.0,4.74,158,,1400.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17747.0,04:55:47.00,651.7,47.0,9.44,159,,1410.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17757.0,04:55:57.00,651.8,38.0,10.28,162,,1420.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17767.0,04:56:07.00,650.7,36.0,7.26,156,,1430.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17777.0,04:56:17.00,651.6,27.0,5.02,162,,1440.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17787.0,04:56:27.00,651.2,41.0,9.24,162,,1450.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17797.0,04:56:37.00,650.4,40.0,8.99,158,,1460.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17807.0,04:56:47.00,652.1,37.0,7.06,159,,1470.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17817.0,04:56:57.00,651.6,32.0,6.84,164,,1480.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17827.0,04:57:07.00,651.0,39.0,9.94,156,,1490.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17837.0,04:57:17.00,651.8,42.0,10.58,161,,1500.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17847.0,04:57:27.00,653.1,37.0,7.73,163,,1510.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17857.0,04:57:37.00,651.0,30.0,6.13,154,,1520.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17867.0,04:57:47.00,651.1,42.0,8.62,157,,1530.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17877.0,04:57:57.00,651.7,50.0,12.67,158,,1540.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17887.0,04:58:07.00,652.7,33.0,7.61,157,,1550.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17897.0,04:58:17.00,650.6,23.0,4.38,159,,1560.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17907.0,04:58:27.00,651.1,37.0,8.4,161,,1570.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17917.0,04:58:37.00,653.1,38.0,9.29,158,,1580.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17927.0,04:58:47.00,652.5,44.0,9.25,156,,1590.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17937.0,04:58:57.00,651.1,29.0,5.18,159,,1600.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17947.0,04:59:07.00,652.0,28.0,5.58,158,,1610.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17957.0,04:59:17.00,656.1,83.0,16.71,158,,1620.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17967.0,04:59:27.00,655.1,53.0,11.91,159,,1630.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17977.0,04:59:37.00,653.1,38.0,9.68,157,,1640.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17987.0,04:59:47.00,643.8,47.0,8.74,159,,1650.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,17997.0,04:59:57.00,649.1,33.0,6.12,134,,1660.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18007.0,05:00:07.00,680.8,48.0,12.45,138,,1670.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18017.0,05:00:17.00,660.6,42.0,10.56,95,,1680.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18027.0,05:00:27.00,652.2,34.0,7.63,126,,1690.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18037.0,05:00:37.00,651.6,29.0,5.71,161,,1700.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18047.0,05:00:47.00,650.8,33.0,8.07,119,,1710.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18057.0,05:00:57.00,651.6,28.0,7.69,56,,1720.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18067.0,05:01:07.00,650.3,23.0,4.78,98,,1730.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18077.0,05:01:17.00,650.3,36.0,7.39,155,,1740.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18087.0,05:01:27.00,651.8,43.0,9.76,159,,1750.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18097.0,05:01:37.00,650.6,33.0,7.62,162,,1760.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18107.0,05:01:47.00,650.6,45.0,10.51,159,,1770.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18117.0,05:01:57.00,651.9,27.0,6.62,149,,1780.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18127.0,05:02:07.00,649.4,29.0,6.06,153,,1790.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18137.0,05:02:17.00,642.7,45.0,11.14,139,,1800.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18147.0,05:02:27.00,648.0,41.0,8.6,109,,1810.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18157.0,05:02:37.00,650.4,34.0,7.59,150,,1820.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18167.0,05:02:47.00,649.8,31.0,6.41,150,,1830.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18177.0,05:02:57.00,650.2,43.0,9.9,136,,1840.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18187.0,05:03:07.00,651.8,45.0,10.59,113,,1850.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18197.0,05:03:17.00,651.6,25.0,4.9,155,,1860.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18207.0,05:03:27.00,655.3,71.0,15.15,158,,1870.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18217.0,05:03:37.00,658.0,52.0,13.88,154,,1880.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18227.0,05:03:47.00,654.4,38.0,9.49,144,,1890.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18237.0,05:03:57.00,649.5,36.0,8.14,157,,1900.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18247.0,05:04:07.00,645.1,32.0,7.25,158,,1910.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18257.0,05:04:17.00,651.3,44.0,9.83,156,,1920.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18267.0,05:04:27.00,648.9,41.0,11.04,157,,1930.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18277.0,05:04:37.00,651.7,32.0,6.66,140,,1940.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18287.0,05:04:47.00,653.0,28.0,4.89,158,,1950.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18297.0,05:04:57.00,650.8,36.0,6.65,155,,1960.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18307.0,05:05:07.00,650.7,44.0,11.85,143,,1970.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18317.0,05:05:17.00,653.2,53.0,11.52,152,,1980.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18327.0,05:05:27.00,653.1,31.0,6.57,152,,1990.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18337.0,05:05:37.00,649.5,42.0,6.38,159,,2000.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18347.0,05:05:47.00,652.0,43.0,10.22,155,,2010.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18357.0,05:05:57.00,651.8,50.0,11.97,157,,2020.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18367.0,05:06:07.00,650.7,47.0,10.69,160,,2030.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18377.0,05:06:17.00,652.8,24.0,5.68,155,,2040.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18387.0,05:06:27.00,651.3,29.0,5.78,151,,2050.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18397.0,05:06:37.00,648.5,47.0,10.73,157,,2060.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18407.0,05:06:47.00,650.6,43.0,10.11,152,,2070.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18417.0,05:06:57.00,653.7,33.0,8.87,81,,2080.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18427.0,05:07:07.00,652.9,27.0,5.98,141,,2090.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
20260905_041723.csv.gz,park_neutral,18437.0,05:07:17.00,652.7,33.0,7.0,125,,2100.6,,N-13,standstill idle warm,"long idle - trims, purge, commanded air/fuel",post_purge_valve
