time,"[PCM] ATF Temperature (℃)","[PCM] Cylinder head temperature (℃)","# warm-ups since codes cleared ()","Altitude (GPS) (m)","Ambient air temperature (℃)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average speed (km/h)","Average speed (GPS) (km/h)","Barometric pressure (kPa)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Commanded evaporative purge (%)","Distance to empty (km)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Evap. system vapor pressure (Pa)","Free space in fuel tank (L)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (L)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Power from MAF (hp)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Speed (GPS) (km/h)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",Latitude,Longtitude,
22:27:22.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.294117647058824,,,,21.4500525,39.3268699,
22:27:22.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,21.4500525,39.3268699,
22:27:22.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,21.4500525,39.3268699,
22:27:23.126,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.167,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.267,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.323,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.379,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.421,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.476,,,,,,,,,,,,,1.6404808498741963,,,,,,,,,,,,,,,,,,,0.5314640497011465,0.745964,1.7374450000000001,0.859266,0.5367786901981579,0.7534236400000001,1.7548194500000003,0.86785866,6.417885739133493,,,,4.89,,,,5.867999999999999,,,,,,,,21.4500525,39.3268699,
22:27:23.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72549019607843,,,,21.4500525,39.3268699,
22:27:23.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,21.4500525,39.3268699,
22:27:23.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,21.4500525,39.3268699,
22:27:23.870,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.923,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:23.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.045,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.113,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.167,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.223,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.275,,,,,,,,,,,,,1.5767402851551584,,,,,,,,,,,,,,,,,,,0.5318136501195604,0.746314,1.7377950000000002,0.859616,0.537131786620756,0.75377714,1.7551729500000004,0.86821216,6.1685200355679815,,,,4.7,,,,5.64,,,,,,,,21.4500525,39.3268699,
22:27:24.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72549019607843,,,,21.4500525,39.3268699,
22:27:24.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,21.4500525,39.3268699,
22:27:24.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,21.4500525,39.3268699,
22:27:24.699,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.777,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.889,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:24.973,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:25.039,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:25.102,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:25.194,,,,,,,,,,,,,1.580095051719318,,,,,,,,,,,,,,,,,,,0.5322172367248161,0.746718,1.7381990000000003,0.86002,0.5375394090920643,0.7541851800000001,1.7555809900000003,0.8686202000000001,6.181644546281954,,,,4.71,,,,5.652,,,,,,,,21.4500525,39.3268699,
22:27:25.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72549019607843,,,,21.4500525,39.3268699,
22:27:25.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,21.4500525,39.3268699,
22:27:25.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,21.4500525,39.3268699,
22:27:25.650,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:25.740,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:25.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:25.850,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:25.907,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:25.967,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.026,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.084,,,,,,,,,,,,,1.5901593514117978,,,,,,,,,,,,,,,,,,,0.5326108980756687,0.747112,1.7385930000000003,0.860414,0.5379370070564254,0.7545831199999999,1.7559789300000004,0.86901814,6.221018078423876,,,,4.74,,,,5.688,,,,,,,,21.4500525,39.3268699,
22:27:26.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72549019607843,,,,21.4500525,39.3268699,
22:27:26.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,21.4500525,39.3268699,
22:27:26.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,21.4500525,39.3268699,
22:27:26.532,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.599,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.715,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.800,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.860,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.928,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:26.984,,,,,,,,,,,,,1.5968688845401176,,,,,,,,,,,,,,,,,,,0.5330109049041097,0.747512,1.7389930000000002,0.860814,0.5383410139531508,0.75498712,1.7563829300000002,0.86942214,6.247267099851826,,,,4.76,,,,5.712,,,,,,,,21.4500525,39.3268699,
22:27:27.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72549019607843,,,,21.4500525,39.3268699,
22:27:27.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,21.4500525,39.3268699,
22:27:27.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,21.4500525,39.3268699,
22:27:27.419,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:27.459,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:27.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:27.547,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:27.620,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:27.697,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:27.767,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:27.819,,,,,,,,,,,,,1.6136427173609171,,,,,,,,,,,,,,,,,,,0.5333837957277981,0.747885,1.7393660000000004,0.861187,0.5387176336850761,0.75536385,1.7567596600000002,0.86979887,6.312889653421699,,,,4.8100000000000005,,,,5.772,,,,,,,,21.4500525,39.3268699,
22:27:27.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72549019607843,,,,21.4500525,39.3268699,
22:27:27.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,21.4500525,39.3268699,
22:27:28.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,21.4500525,39.3268699,
22:27:28.235,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:28.275,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:28.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:28.387,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:28.426,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:28.475,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:28.515,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:28.566,,,,,,,,,,,,,1.6203522504892371,,,,,,,,,,,,,,,,,,,0.5337200866495203,0.748221,1.7397020000000003,0.861523,0.5390572875160156,0.7557032100000001,1.7570990200000003,0.87013823,6.339138674849647,,,,4.83,,,,5.796,,,,,,,,21.4500525,39.3268699,
22:27:28.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72549019607843,,,,21.4500525,39.3268699,
22:27:28.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,21.4500525,39.3268699,
22:27:28.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,21.4500525,39.3268699,
22:27:28.984,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:29.058,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:29.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:29.235,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:29.347,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:29.415,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:29.535,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:29.599,,,,,,,,,,,,,1.1540396980710095,,,,,,,,,,,,,,,,,,,0.5340511385805612,0.748552,1.7400330000000004,0.861854,0.5393916499663668,0.75603752,1.7574333300000005,0.8704725400000001,4.514831685607203,,,,3.44,,,,4.128,,,,,,,,21.4500525,39.3268699,
22:27:29.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941176470588236,,,,21.4500525,39.3268699,
22:27:29.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,21.4500525,39.3268699,
22:27:29.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,21.4500525,39.3268699,
22:27:30.006,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.043,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.163,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.264,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.315,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.390,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.426,,,,,,,,,,,,,1.247973161867487,,,,,,,,,,,,,,,,,,,0.5343379839638432,0.748839,1.7403200000000003,0.862141,0.5396813638034816,0.75632739,1.7577232000000005,0.8707624100000001,4.882317985598486,,,,3.72,,,,4.464,,,,,,,,21.4500525,39.3268699,
22:27:30.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333333333333334,,,,21.4500525,39.3268699,
22:27:30.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,21.4500525,39.3268699,
22:27:30.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150000000000001,,,,,,,,,21.4500525,39.3268699,
22:27:30.867,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.907,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:30.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.010,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.062,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.126,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.179,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.242,,,,,,,,,,,,,1.2748112943807663,,,,,,,,,,,,,,,,,,,0.5346268591422982,0.749128,1.7406090000000003,0.86243,0.5399731277337212,0.75661928,1.7580150900000002,0.8710543000000001,4.987314071310283,,,,3.8000000000000003,,,,4.5600000000000005,,,,,,,,21.4500525,39.3268699,
22:27:31.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333333333333334,,,,21.4500525,39.3268699,
22:27:31.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150000000000001,,,,,,,,,,21.4500525,39.3268699,
22:27:31.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150000000000001,,,,,,,,,21.4500525,39.3268699,
22:27:31.636,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.691,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.824,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.876,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:31.931,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:32.007,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:32.060,,,,,,,,,,,,,1.2647469946882863,,,,,,,,,,,,,,,,,,,0.5349141927610663,0.7494149999999999,1.7408960000000002,0.862717,0.540263334688677,0.75690915,1.7583049600000002,0.87134417,4.947940539168358,,,,3.77,,,,4.524,,,,,,,,21.4500525,39.3268699,
22:27:32.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333333333333334,,,,21.4500525,39.3268699,
22:27:32.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,21.4500525,39.3268699,
22:27:32.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,21.4500525,39.3268699,
22:27:32.656,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:32.713,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:32.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:32.862,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:32.926,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:32.987,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:33.039,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:33.067,,,,,,,,,,,,,1.2647469946882863,,,,,,,,,,,,,,,,,,,0.5352679645231575,0.749769,1.7412500000000004,0.863071,0.5406206441683891,0.75726669,1.7586625000000002,0.8717017100000001,4.947940539168358,,,,3.77,,,,4.524,,,,,,,,21.4500525,39.3268699,
22:27:33.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333333333333334,,,,21.4500525,39.3268699,
22:27:33.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150000000000001,,,,,,,,,,21.4500525,39.3268699,
22:27:33.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,21.4500525,39.3268699,
22:27:33.738,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:33.792,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:33.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:33.916,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:33.982,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:34.034,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:34.089,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:34.120,,,,,,,,,,,,,1.2613922281241265,,,,,,,,,,,,,,,,,,,0.5356369886036719,0.750138,1.7416190000000003,0.86344,0.5409933584897086,0.7576393800000001,1.7590351900000003,0.8720744,4.934816028454384,,,,3.7600000000000002,,,,4.5120000000000005,,,,,,,,21.4500525,39.3268699,
22:27:34.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333333333333334,,,,21.4500525,39.3268699,
22:27:34.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,21.4500525,39.3268699,
22:27:34.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,21.4500525,39.3268699,
22:27:34.476,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:34.516,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:34.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5686274509803937,,96.86274509803921,48.431372549019606,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:34.651,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:34.703,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
22:27:34.759,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4500525,39.3268699,
