time,"Ambient air temperature (℃)","ATF temperature var.3 (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine fuel rate (L/h)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel System A Use Percentage Bank 1 (%)","Fuel System A Use Percentage Bank 2 (%)","Fuel System B Use Percentage Bank 1 (%)","Fuel System B Use Percentage Bank 2 (%)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake air temperature B1S1 (℃)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","OBD Module Voltage (V)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
17:42:25.169,,,,,,,,,,,,,,,,,,,,820,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:25.189,,,,,57.263022282816024,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.02189207100677284,0.021887,0.7325039999999999,0.021887,0.022110991716840566,0.02210587,0.73982904,0.02210587,9.780494900717086,,,,,,,,,,,,
17:42:25.250,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:25.321,,,,,,,,,,,,,,,,,,,,825,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:25.342,,,,,57.271074240614375,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.021995536008314588,0.02199,0.7326069999999999,0.02199,0.022215491368397733,0.022209899999999998,0.7399330700000001,0.022209899999999998,9.780494900717086,,,,,,,,,,,,
17:42:25.388,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:25.422,,,,,,,,,,,,,,,,,,,,827,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:25.444,,,,,57.27670279363848,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.02206739163438532,0.022062,0.732679,0.022062,0.022288065550729173,0.02228262,0.7400057900000001,0.02228262,9.780494900717086,,,,,,,,,,,,
17:42:25.479,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:25.530,,,,,,,,,,,,,,,,,,,,832,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:25.543,,,,,57.282018649272345,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.022135391079843036,0.02213,0.7327469999999999,0.02213,0.022356744990641466,0.0223513,0.74007447,0.0223513,9.780494900717086,,,,,,,,,,,,
17:42:25.589,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:25.619,,,,,,,,,,,,,,,,,,,,824,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:25.643,,,,,57.287490853601334,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.022205481428109686,0.0222,0.7328169999999999,0.0222,0.022427536242390782,0.022422,0.7401451700000001,0.022422,9.780494900717086,,,,,,,,,,,,
17:42:25.659,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:25.702,,,,,,,,,,,,,,,,,,,,824,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:25.722,,,,,57.29179044271696,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.02226062566504251,0.022255,0.732872,0.022255,0.022483231921692937,0.022477550000000002,0.74020072,0.022477550000000002,9.780494900717086,,,,,,,,,,,,
17:42:25.769,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:25.811,,,,,,,,,,,,,,,,,,,,818,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:25.828,,,,,57.29773169313128,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.022337067610626028,0.022331,0.7329479999999999,0.022331,0.02256043828673229,0.02255431,0.74027748,0.02255431,9.780494900717086,,,,,,,,,,,,
17:42:25.869,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:25.911,,,,,,,,,,,,,,,,,,,,823,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:25.929,,,,,57.3029693744176,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.02240402254217929,0.022398,0.733015,0.022398,0.022628062767601084,0.02262198,0.7403451500000001,0.02262198,9.780494900717086,,,,,,,,,,,,
17:42:25.960,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:26.014,,,,,,,,,,,,,,,,,,,,827,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:26.029,,,,,57.30836340439902,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.022472603862645674,0.022467,0.733084,0.022467,0.022697329901272132,0.02269167,0.7404148400000001,0.02269167,9.780494900717086,,,,,,,,,,,,
17:42:26.182,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:26.241,,,,,,,,,,,,,,,,,,,,822,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:26.263,,,,,57.32110582305079,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.022635506295628664,0.02263,0.733247,0.02263,0.02286186135858495,0.0228563,0.7405794700000001,0.0228563,9.780494900717086,,,,,,,,,,,,
17:42:26.300,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:26.344,,,,,,,,,,,,,,,,,,,,829,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:26.359,,,,,57.32649985303222,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.022704529977212753,0.022699,0.733316,0.022699,0.022931575276984882,0.02292599,0.74064916,0.02292599,9.780494900717086,,,,,,,,,,,,
17:42:26.408,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:26.460,,,,,,,,,,,,,,,,,,,,822,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:26.480,,,,,57.332910149531884,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.022786136783984345,0.022781,0.733398,0.022781,0.02301399815182419,0.02300881,0.7407319800000001,0.02300881,9.780494900717086,,,,,,,,,,,,
17:42:26.519,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:26.581,,,,,,,,,,,,,,,,,,,,826,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:26.600,,,,,57.339164097336436,,,,,,2.400000035762787,,,,,,,,2.400000035762787,,,,,,,,0.022866587118516482,0.022861,0.733478,0.022861,0.023095252989701647,0.02308961,0.7408127800000001,0.02308961,9.389275104688402,,,,,,,,,,,,
17:42:26.620,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:26.679,,,,,,,,,,,,,,,,,,,,824,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:26.689,,,,,57.343932732537404,,,,,,2.400000035762787,,,,,,,,2.400000035762787,,,,,,,,0.022927774452761576,0.022922,0.7335389999999999,0.022922,0.023157052197289193,0.02315122,0.7408743900000001,0.02315122,9.389275104688402,,,,,,,,,,,,
17:42:26.742,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:26.799,,,,,,,,,,,,,,,,,,,,821,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:26.810,,,,,57.350108505994406,,,,,,2.400000035762787,,,,,,,,2.400000035762787,,,,,,,,0.023007197387278404,0.023001,0.733618,0.023001,0.023237269361151187,0.02323101,0.7409541800000001,0.02323101,9.389275104688402,,,,,,,,,,,,
17:42:26.862,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:26.909,,,,,,,,,,,,,,,,,,,,825,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:26.930,,,,,57.356284279451394,,,,,,2.400000035762787,,,,,,,,2.400000035762787,,,,,,,,0.023086231055122763,0.02308,0.7336969999999999,0.02308,0.02331709336567399,0.0233108,0.74103397,0.0233108,9.389275104688402,,,,,,,,,,,,
17:42:26.972,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.030,,,,,,,,,,,,,,,,,,,,832,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.051,,,,,57.3626164016035,,,,,,2.400000035762787,,,,,,,,2.400000035762787,,,,,,,,0.023166940789658766,0.023161,0.7337779999999999,0.023161,0.023398610197555354,0.02339261,0.7411157800000001,0.02339261,9.389275104688402,,,,,,,,,,,,
17:42:27.109,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.159,,,,,,,,,,,,,,,,,,,,829,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.179,,,,,57.3693393954934,,,,,,2.400000035762787,,,,,,,,2.400000035762787,,,,,,,,0.023253075190942267,0.023247,0.733864,0.023247,0.02348560594285169,0.02347947,0.74120264,0.02347947,9.389275104688402,,,,,,,,,,,,
17:42:27.219,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.280,,,,,,,,,,,,,,,,,,,,824,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.290,,,,,57.375515168950386,,,,,,2.400000035762787,,,,,,,,2.400000035762787,,,,,,,,0.023332156192120666,0.023326,0.7339429999999999,0.023326,0.023565477754041872,0.02355926,0.74128243,0.02355926,9.389275104688402,,,,,,,,,,,,
17:42:27.342,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.391,,,,,,,,,,,,,,,,,,,,820,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.409,,,,,57.38153459371227,,,,,,2.400000035762787,,,,,,,,2.400000035762787,,,,,,,,0.023408754193262066,0.023403,0.7340199999999999,0.023403,0.023642841735194688,0.02363703,0.7413602,0.02363703,9.389275104688402,,,,,,,,,,,,
17:42:27.460,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.509,,,,,,,,,,,,,,,,,,,,829,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.529,,,,,57.38786671586438,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.023489487111131746,0.023484,0.7341009999999999,0.023484,0.023724381982243064,0.02371884,0.7414420100000001,0.02371884,9.780494900717086,,,,,,,,,,,,
17:42:27.580,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.630,,,,,,,,,,,,,,,,,,,,822,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.649,,,,,57.3943551867116,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.02357237808458914,0.023567,0.734184,0.023567,0.02380810186543503,0.02380267,0.7415258400000001,0.02380267,9.780494900717086,,,,,,,,,,,,
17:42:27.669,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.711,,,,,,,,,,,,,,,,,,,,822,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.729,,,,,57.39881112452235,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.02362936621043833,0.023624,0.7342409999999999,0.023624,0.023865659872542713,0.023860239999999998,0.74158341,0.023860239999999998,9.780494900717086,,,,,,,,,,,,
17:42:27.779,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.831,,,,,,,,,,,,,,,,,,,,823,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.849,,,,,57.40522142102201,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.023711396906105128,0.023706,0.734323,0.023706,0.02394851087516618,0.023943060000000002,0.7416662300000001,0.023943060000000002,9.780494900717086,,,,,,,,,,,,
17:42:27.890,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:27.962,,,,,,,,,,,,,,,,,,,,819,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:27.980,,,,,57.412335286649686,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.023802598088019686,0.023797,0.7344139999999999,0.023797,0.024040624068899882,0.02403497,0.7417581400000001,0.02403497,9.780494900717086,,,,,,,,,,,,
17:42:28.030,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:28.080,,,,,,,,,,,,,,,,,,,,826,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:28.102,,,,,57.418901931844466,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.02388641551982422,0.023881,0.734498,0.023881,0.02412527967502246,0.02411981,0.74184298,0.02411981,9.780494900717086,,,,,,,,,,,,
17:42:28.150,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:28.200,,,,,,,,,,,,,,,,,,,,825,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:28.209,,,,,57.42515587964902,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.023965984271009887,0.023961,0.734578,0.023961,0.024205644113719987,0.02420061,0.74192378,0.02420061,9.780494900717086,,,,,,,,,,,,
17:42:28.259,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:28.309,,,,,,,,,,,,,,,,,,,,823,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:28.341,,,,,57.43195704788647,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.024053420175090563,0.024048,0.7346649999999999,0.024048,0.024293954376841467,0.02428848,0.74201165,0.02428848,9.780494900717086,,,,,,,,,,,,
17:42:28.389,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:42:28.560,,,,,,,,,,,,,,,,,,,,824,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17:42:28.589,,,,,57.44610660479426,,,,,,2.500000037252903,,,,,,,,2.500000037252903,,,,,,,,0.02423471316390315,0.024229,0.7348459999999999,0.024229,0.024477060295542183,0.02447129,0.7421944600000001,0.02447129,9.780494900717086,,,,,,,,,,,,
