time,"# warm-ups since codes cleared ()","A/C pressure (kPa)","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Air:fuel ratio ()","Ambient air temperature (℃)","ATF temperature var.3 (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance to empty (km)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Ethanol fuel percent (%)","Evap. system vapor pressure (Pa)","Free space in fuel tank (L)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (L)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Gear (AT) ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Knock retard (°)","Lambda ()","Learned octane ()","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Oxygen sensor 5 Wide Range Current (mA) (mA)","Oxygen sensor 5 Wide Range Equivalence ratio ()","Power from MAF (hp)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Throttle position (%)","Throttle Position Actually (°)","Throttle Position Desired (°)","Timing advance (°)","Variable camshaft actual advance #1 (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
04:58:10.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:10.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4069678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:11.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:12.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8601856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:13.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40741432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858846040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858846040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858846040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858846040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858846040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858846040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858846040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:14.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:58:15.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858846040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
