time,"# warm-ups since codes cleared ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Ambient air temperature (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Ethanol fuel percent (%)","Evap. system vapor pressure (Pa)","Free space in fuel tank (L)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (L)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Oxygen sensor 5 Wide Range Current (mA) (mA)","Oxygen sensor 5 Wide Range Equivalence ratio ()","Power from MAF (hp)","Relative throttle position (%)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
03:46:53.365,,,,,,,,,,,,,,,,1.923192612001442,,,,,,,,,,,,,,,,,,,,0.0013118242948713145,0.017672,0.017672,0.017672,0.0013249425378200276,0.017848720000000002,0.017848720000000002,0.017848720000000002,,7.523910101795753,,,,5.66,,,,,,,6.792,,,,,,
03:46:53.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.117647058823529,,,,
03:46:53.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,
03:46:53.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150000000000001,,,,,,,,,
03:46:53.631,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:53.661,,,,,,,,,,,,,,,,,,,63.92156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:53.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.274509803921568,,47.450980392156865,23.725490196078432,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:53.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:53.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,
03:46:53.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
03:46:53.843,,,,,,,,,,,,,,,,1.950375546446692,,,,,,,,,,,,,,,,,,,,0.001570414728342752,0.017931,0.017931,0.017931,0.0015861188756261795,0.018110309999999998,0.018110309999999998,0.018110309999999998,,7.630255120902408,,,,5.74,,,,,,,6.888,,,,,,
03:46:53.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.117647058823529,,,,
03:46:53.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,
03:46:53.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,
03:46:54.051,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:54.083,,,,,,,,,,,,,,,,,,,63.92156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:54.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.274509803921568,,47.450980392156865,23.725490196078432,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:54.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:54.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
03:46:54.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
03:46:54.231,,,,,,,,,,,,,,,,1.950375546446692,,,,,,,,,,,,,,,,,,,,0.001780545914278781,0.018141,0.018141,0.018141,0.001798351373421569,0.01832241,0.01832241,0.01832241,,7.630255120902408,,,,5.74,,,,,,,6.888,,,,,,
03:46:54.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.117647058823529,,,,
03:46:54.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,
03:46:54.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,
03:46:54.442,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:54.698,,,,,,,,,,,,,,,,,,,63.92156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:54.710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.274509803921568,,47.450980392156865,23.725490196078432,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:54.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:54.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
03:46:54.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
03:46:54.861,,,,,,,,,,,,,,,,1.933386212418411,,,,,,,,,,,,,,,,,,,,0.0021190994016646743,0.01848,0.01848,0.01848,0.002140290395681321,0.0186648,0.0186648,0.0186648,,7.563789483960749,,,,5.69,,,,,,,6.828,,,,,,
03:46:54.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.117647058823529,,,,
03:46:54.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,
03:46:54.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,
03:46:55.071,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.101,,,,,,,,,,,,,,,,,,,63.92156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.274509803921568,,47.450980392156865,23.725490196078432,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,
03:46:55.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
03:46:55.251,,,,,,,,,,,,,,,,1.950375546446692,,,,,,,,,,,,,,,,,,,,0.0023307129813702,0.018692,0.018692,0.018692,0.002354020111183902,0.01887892,0.01887892,0.01887892,,7.630255120902408,,,,5.74,,,,,,,6.888,,,,,,
03:46:55.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.117647058823529,,,,
03:46:55.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,
03:46:55.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,
03:46:55.523,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.550,,,,,,,,,,,,,,,,,,,63.92156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.274509803921568,,47.450980392156865,23.725490196078432,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,
03:46:55.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
03:46:55.702,,,,,,,,,,,,,,,,1.1416832467005025,,,,,,,,,,,,,,,,,,,,0.002473594290847109,0.018835,0.018835,0.018835,0.00249833023375558,0.01902335,0.01902335,0.01902335,,4.4664908024794565,,,,3.36,,,,,,,4.032,,,,,,
03:46:55.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72549019607843,,,,
03:46:55.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,
03:46:55.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150000000000001,,,,,,,,,
03:46:55.910,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.942,,,,,,,,,,,,,,,,,,,64.31372549019608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:55.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.274509803921568,,47.450980392156865,23.725490196078432,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,
03:46:56.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
03:46:56.090,,,,,,,,,,,,,,,,1.658159001160254,,,,,,,,,,,,,,,,,,,,0.002652710744911163,0.019014,0.019014,0.019014,0.002679237852360275,0.01920414,0.01920414,0.01920414,,6.4870461655058795,,,,4.88,,,,,,,5.856,,,,,,
03:46:56.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333333333333334,,,,
03:46:56.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,
03:46:56.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150000000000001,,,,,,,,,
03:46:56.362,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.391,,,,,,,,,,,,,,,,,,,63.529411764705884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.274509803921568,,47.450980392156865,23.725490196078432,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,
03:46:56.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
03:46:56.542,,,,,,,,,,,,,,,,1.644567533937629,,,,,,,,,,,,,,,,,,,,0.0028600490485631716,0.019221,0.019221,0.019221,0.0028886495390488035,0.01941321,0.01941321,0.01941321,,6.433873655952552,,,,4.84,,,,,,,5.808,,,,,,
03:46:56.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333333333333334,,,,
03:46:56.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,
03:46:56.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150000000000001,,,,,,,,,
03:46:56.751,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.782,,,,,,,,,,,,,,,,,,,63.92156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.274509803921568,,47.450980392156865,23.725490196078432,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:56.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
03:46:56.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
03:46:56.932,,,,,,,,,,,,,,,,1.7465035381073162,,,,,,,,,,,,,,,,,,,,0.0030489677055984066,0.01941,0.01941,0.01941,0.0030794573826543907,0.0196041,0.0196041,0.0196041,,6.832667477602503,,,,5.14,,,,,,,6.167999999999999,,,,,,
03:46:57.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:57.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,
03:46:57.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,,
03:46:57.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,
03:46:57.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0078125,14.6260737,,,,,,,,,,,
03:46:57.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06640625,14.534161949999998,,,,,,,
03:46:57.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:57.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,
03:46:57.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:57.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835,,,,,,,,,
03:46:58.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0078125,14.79241155,,,,,,,,,,,
03:46:58.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05078125,14.71529535,,,,,,,
03:46:58.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:58.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,
03:46:58.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:58.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300000000000001,,,,,,,,,
03:46:58.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078125,14.56464975,,,,,,,,,,,
03:46:58.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06640625,14.6458011,,,,,,,
03:46:58.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:58.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
03:46:58.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:58.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300000000000001,,,,,,,,,
03:46:58.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015625,14.65611315,,,,,,,,,,,
03:46:58.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0234375,14.7040866,,,,,,,
03:46:58.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:58.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,
03:46:58.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:58.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300000000000001,,,,,,,,,
03:46:58.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0390625,14.8708728,,,,,,,,,,,
03:46:58.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,14.839936649999999,,,,,,,
03:46:58.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:58.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,
03:46:58.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:58.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,
03:46:58.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07421875,14.9982042,,,,,,,,,,,
03:46:58.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0859375,15.05604135,,,,,,,
03:46:58.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:58.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,
03:46:59.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:59.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,
03:46:59.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09765625,15.064111649999997,,,,,,,,,,,
03:46:59.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13671875,15.365402849999999,,,,,,,
03:46:59.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:59.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,,
03:46:59.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:59.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,
03:46:59.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09375,15.143021249999999,,,,,,,,,,,
03:46:59.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,15.08025225,,,,,,,
03:46:59.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:59.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,
03:46:59.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:59.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,
03:46:59.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03515625,14.79868845,,,,,,,,,,,
03:46:59.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21484375,14.415349199999998,,,,,,,
03:46:59.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:59.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
03:46:59.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:59.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,
03:46:59.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1484375,14.466012749999999,,,,,,,,,,,
03:46:59.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3828125,13.94233995,,,,,,,
03:46:59.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:59.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,
03:46:59.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:46:59.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835,,,,,,,,,
03:46:59.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2578125,14.1535128,,,,,,,,,,,
03:46:59.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.375,13.8244239,,,,,,,
03:46:59.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:46:59.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,
03:46:59.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200000000000001,,,,,,,,,,
03:47:00.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,
03:47:00.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1328125,14.2960881,,,,,,,,,,,
03:47:00.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.234375,14.064291149999999,,,,,,,
03:47:00.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:47:00.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,
03:47:00.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,,
03:47:00.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835,,,,,,,,,
03:47:00.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08203125,15.095496149999997,,,,,,,,,,,
03:47:00.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05859375,15.01837995,,,,,,,
03:47:00.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:47:00.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,
03:47:00.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250000000000001,,,,,,,,,,
03:47:00.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835,,,,,,,,,
